Date,AAPL,AMZN,ANET,AVGO,BABA,BLBD,BORR,BRK-B,BTC-USD,CTRA,DECK,DIA,ELF,ETH-USD,FLUT,FTCI,FXAIX,GOLD,GOOG,JPM,KO,LEAT,LLY,LNTH,MSCI,MSFT,NTR,NVDA,NXT,PATH,PFE,PRKR,QXO,RGTI,SPY,SWPPX,TGT,TM,TMDX,TREE,TSLA,TSSI,UBER,UL,ZETA,^IXIC
2024-12-09 00:00:00+00:00,246.75,226.08999633789062,105.91999816894531,178.94000244140625,92.31999969482422,38.970001220703125,3.630000114440918,463.8699951171875,97432.71875,24.860000610351562,201.5500030517578,445.0799865722656,140.4600067138672,3718.6904296875,271.5199890136719,3.369999885559082,210.72999572753906,17.079999923706055,177.10000610351562,243.80999755859375,62.599998474121094,7.5,803.5800170898438,92.58000183105469,618.5,446.0199890136719,48.779998779296875,138.80999755859375,38.349998474121094,15.5,26.100000381469727,0.9599999785423279,16.15999984741211,4.46999979019165,604.6799926757812,93.94999694824219,135.2899932861328,177.00999450683594,69.83999633789062,41.11000061035156,389.7900085449219,9.600000381469727,65.73999786376953,58.84000015258789,22.969999313354492,19736.689453125
2024-12-10 00:00:00+00:00,247.77000427246094,225.0399932861328,104.77999877929688,171.80999755859375,89.83000183105469,40.0099983215332,3.7699999809265137,462.489990234375,96675.4296875,24.809999465942383,202.1199951171875,443.69000244140625,137.60000610351562,3631.833740234375,274.7099914550781,3.7799999713897705,210.10000610351562,17.139999389648438,186.52999877929688,242.86000061035156,62.90999984741211,7.300000190734863,799.5800170898438,90.9800033569336,629.010009765625,443.3299865722656,48.54999923706055,135.07000732421875,36.95000076293945,14.710000038146973,25.56999969482422,0.9100000262260437,16.299999237060547,6.489999771118164,602.7999877929688,93.66999816894531,135.0500030517578,175.7100067138672,68.98999786376953,41.33000183105469,400.989990234375,9.149999618530273,64.95999908447266,58.709999084472656,21.459999084472656,19687.240234375
2024-12-11 00:00:00+00:00,246.49000549316406,230.25999450683594,107.2300033569336,183.1999969482422,88.9800033569336,41.349998474121094,3.859999895095825,461.3900146484375,101173.03125,25.350000381469727,204.9499969482422,442.510009765625,138.47000122070312,3832.822021484375,277.4700012207031,3.4800000190734863,211.82000732421875,17.6299991607666,196.7100067138672,243.52999877929688,62.63999938964844,7.260000228881836,796.030029296875,91.4000015258789,629.6099853515625,448.989990234375,47.880001068115234,139.30999755859375,36.630001068115234,14.640000343322754,25.229999542236328,0.949999988079071,16.399999618530273,7.380000114440918,607.4600219726562,94.44000244140625,135.97999572753906,178.14999389648438,67.36000061035156,43.779998779296875,424.7699890136719,9.260000228881836,61.18000030517578,58.779998779296875,21.530000686645508,20034.890625
2024-12-12 00:00:00+00:00,247.9600067138672,228.97000122070312,106.87999725341797,180.66000366210938,89.2300033569336,42.150001525878906,3.690000057220459,458.6300048828125,100043.0,25.65999984741211,203.67999267578125,440.2699890136719,131.50999450683594,3883.1015625,281.1499938964844,3.200000047683716,210.67999267578125,17.170000076293945,193.6300048828125,241.52999877929688,63.84000015258789,7.21999979019165,782.3499755859375,91.91000366210938,635.989990234375,449.55999755859375,47.93000030517578,137.33999633789062,35.209999084472656,14.229999542236328,25.3700008392334,0.9399999976158142,15.989999771118164,5.96999979019165,604.3300170898438,93.93000030517578,135.2899932861328,176.89999389648438,65.70999908447266,40.869998931884766,418.1000061035156,9.40999984741211,61.40999984741211,58.709999084472656,21.729999542236328,19902.83984375
2024-12-13 00:00:00+00:00,248.1300048828125,227.4600067138672,112.37000274658203,224.8000030517578,87.81999969482422,43.709999084472656,3.7300000190734863,457.8999938964844,101459.2578125,25.329999923706055,206.6300048828125,439.3699951171875,140.6300048828125,3911.205322265625,277.7099914550781,3.0199999809265137,210.6999969482422,16.780000686645508,191.3800048828125,239.94000244140625,63.119998931884766,7.199999809265137,789.1199951171875,93.0199966430664,625.0999755859375,447.2699890136719,48.18000030517578,134.25,35.470001220703125,14.010000228881836,25.579999923706055,0.8799999952316284,16.139999389648438,7.159999847412109,604.2100219726562,92.83000183105469,134.52000427246094,175.86000061035156,64.26000213623047,39.79999923706055,436.2300109863281,8.90999984741211,59.93000030517578,58.869998931884766,22.31999969482422,19926.720703125
2024-12-14 00:00:00+00:00,248.1300048828125,227.4600067138672,112.37000274658203,224.8000030517578,87.81999969482422,43.709999084472656,3.7300000190734863,457.8999938964844,101372.96875,25.329999923706055,206.6300048828125,439.3699951171875,140.6300048828125,3868.4052734375,277.7099914550781,3.0199999809265137,210.6999969482422,16.780000686645508,191.3800048828125,239.94000244140625,63.119998931884766,7.199999809265137,789.1199951171875,93.0199966430664,625.0999755859375,447.2699890136719,48.18000030517578,134.25,35.470001220703125,14.010000228881836,25.579999923706055,0.8799999952316284,16.139999389648438,7.159999847412109,604.2100219726562,92.83000183105469,134.52000427246094,175.86000061035156,64.26000213623047,39.79999923706055,436.2300109863281,8.90999984741211,59.93000030517578,58.869998931884766,22.31999969482422,19926.720703125
2024-12-15 00:00:00+00:00,248.1300048828125,227.4600067138672,112.37000274658203,224.8000030517578,87.81999969482422,43.709999084472656,3.7300000190734863,457.8999938964844,104298.6953125,25.329999923706055,206.6300048828125,439.3699951171875,140.6300048828125,3951.941162109375,277.7099914550781,3.0199999809265137,210.6999969482422,16.780000686645508,191.3800048828125,239.94000244140625,63.119998931884766,7.199999809265137,789.1199951171875,93.0199966430664,625.0999755859375,447.2699890136719,48.18000030517578,134.25,35.470001220703125,14.010000228881836,25.579999923706055,0.8799999952316284,16.139999389648438,7.159999847412109,604.2100219726562,92.83000183105469,134.52000427246094,175.86000061035156,64.26000213623047,39.79999923706055,436.2300109863281,8.90999984741211,59.93000030517578,58.869998931884766,22.31999969482422,19926.720703125
2024-12-16 00:00:00+00:00,251.0399932861328,232.92999267578125,116.52999877929688,250.0,86.05999755859375,44.380001068115234,3.809999942779541,455.20001220703125,106029.71875,24.729999542236328,211.1199951171875,438.3699951171875,140.27000427246094,3987.48095703125,275.9599914550781,3.3399999141693115,211.52999877929688,16.350000381469727,198.16000366210938,239.5800018310547,62.54999923706055,7.5,779.0,93.4800033569336,618.3800048828125,451.5899963378906,46.88999938964844,132.0,35.540000915527344,14.0600004196167,25.25,0.8500000238418579,16.959999084472656,8.430000305175781,606.7899780273438,93.19000244140625,132.4499969482422,174.25,64.22000122070312,40.119998931884766,463.0199890136719,9.59000015258789,60.25,59.31999969482422,21.530000686645508,20173.890625
2024-12-17 00:00:00+00:00,253.47999572753906,231.14999389648438,112.94999694824219,240.22999572753906,87.1500015258789,44.369998931884766,3.809999942779541,455.6600036621094,106140.6015625,24.520000457763672,210.3699951171875,435.57000732421875,134.88999938964844,3886.76611328125,273.25,3.2899999618530273,210.7100067138672,16.239999771118164,197.1199951171875,238.36000061035156,63.400001525878906,7.199999809265137,778.6199951171875,92.66000366210938,611.5,454.4599914550781,46.380001068115234,130.38999938964844,35.720001220703125,13.90999984741211,26.43000030517578,0.8500000238418579,16.280000686645508,11.130000114440918,604.2899780273438,92.83000183105469,131.60000610351562,173.27999877929688,65.70500183105469,40.459999084472656,479.8599853515625,9.34000015258789,61.029998779296875,59.29999923706055,20.34000015258789,20109.060546875
2024-12-18 00:00:00+00:00,248.0500030517578,220.52000427246094,108.06999969482422,223.6199951171875,85.0,42.75,3.7699999809265137,446.5899963378906,100041.5390625,23.739999771118164,201.47999572753906,424.2200012207031,127.19999694824219,3618.791259765625,265.4100036621094,3.009999990463257,204.5,15.510000228881836,190.14999389648438,230.3699951171875,62.849998474121094,7.179999828338623,764.7100219726562,91.1500015258789,597.9000244140625,437.3900146484375,44.91999816894531,128.91000366210938,34.9900016784668,12.970000267028809,25.889999389648438,0.8799999952316284,15.989999771118164,10.6899995803833,586.280029296875,90.0999984741211,130.6999969482422,173.6199951171875,60.880001068115234,39.09000015258789,440.1300048828125,9.470000267028809,61.22999954223633,57.83000183105469,19.34000015258789,19392.689453125
