Index,Date,AVGO,BLBD,ELF,FTCI,LEAT,LLY,LNTH,NXT,PRKR,QXO,TMDX,TREE,TSSI,UBER,ZETA
1,2023-12-11,102.92400360107422,21.809999465942383,128.61000061035156,8.199999809265137,9.5,584.0399780273438,71.97000122070312,40.97999954223633,0.1899999976158142,87.04000091552734,71.93000030517578,23.309999465942383,0.27000001072883606,62.459999084472656,7.760000228881836
2,2023-12-12,107.22799682617188,24.09000015258789,131.07000732421875,7.659999847412109,9.399999618530273,584.760009765625,75.51000213623047,41.880001068115234,0.18000000715255737,76.0,73.19000244140625,23.040000915527344,0.2800000011920929,62.720001220703125,8.069999694824219
3,2023-12-13,108.96900177001953,25.709999084472656,141.7899932861328,8.149999618530273,9.399999618530273,597.5,76.55999755859375,43.18000030517578,0.18000000715255737,79.27999877929688,76.48999786376953,26.56999969482422,0.2800000011920929,61.970001220703125,8.579999923706055
4,2023-12-14,110.64900207519531,26.010000228881836,143.2100067138672,8.899999618530273,9.109999656677246,573.6699829101562,77.88999938964844,46.70000076293945,0.18000000715255737,67.68000030517578,79.0,28.700000762939453,0.30000001192092896,62.5,8.59000015258789
5,2023-12-15,112.9739990234375,24.889999389648438,144.3699951171875,9.420000076293945,9.300000190734863,572.0399780273438,76.04000091552734,47.869998931884766,0.17000000178813934,68.80000305175781,77.5,29.65999984741211,0.30000001192092896,61.86000061035156,8.550000190734863
6,2023-12-18,114.69999694824219,25.709999084472656,147.77999877929688,8.100000381469727,9.300000190734863,579.760009765625,55.599998474121094,47.459999084472656,0.1599999964237213,77.68000030517578,76.87000274658203,30.059999465942383,0.30000001192092896,61.72999954223633,8.550000190734863
7,2023-12-19,113.95800018310547,26.059999465942383,152.52999877929688,7.75,9.199999809265137,579.8099975585938,59.89500045776367,45.310001373291016,0.17000000178813934,76.63999938964844,78.2300033569336,30.920000076293945,0.33000001311302185,62.119998931884766,8.979999542236328
8,2023-12-20,111.03800201416016,25.700000762939453,144.64999389648438,7.320000171661377,9.359999656677246,570.2100219726562,58.209999084472656,45.16999816894531,0.17000000178813934,81.5199966430664,77.2300033569336,28.899999618530273,0.33000001311302185,60.68000030517578,8.630000114440918
9,2023-12-21,112.72899627685547,25.610000610351562,145.1999969482422,6.960000038146973,9.319999694824219,572.0,59.349998474121094,49.380001068115234,0.18000000715255737,91.91999816894531,78.80999755859375,30.559999465942383,0.3199999928474426,61.459999084472656,8.720000267028809
10,2023-12-22,112.197998046875,25.920000076293945,143.83999633789062,6.570000171661377,9.350000381469727,570.3900146484375,59.59000015258789,49.25,0.15000000596046448,86.95999908447266,78.58999633789062,31.170000076293945,0.25999999046325684,61.709999084472656,8.960000038146973
11,2023-12-26,113.18900299072266,27.780000686645508,143.74000549316406,7.369999885559082,9.369999885559082,570.6699829101562,61.15999984741211,48.779998779296875,0.15000000596046448,94.87999725341797,80.69000244140625,31.3799991607666,0.3199999928474426,61.97999954223633,8.989999771118164
12,2023-12-27,112.61699676513672,28.18000030517578,144.0500030517578,7.289999961853027,9.5,581.510009765625,61.5099983215332,48.70000076293945,0.18000000715255737,104.4000015258789,80.54000091552734,31.489999771118164,0.3100000023841858,63.279998779296875,8.9399995803833
13,2023-12-28,112.24099731445312,27.770000457763672,145.11000061035156,7.159999847412109,9.59000015258789,580.8499755859375,62.28499984741211,47.45000076293945,0.17000000178813934,123.5999984741211,81.08000183105469,31.25,0.30000001192092896,63.13999938964844,8.859999656677246
14,2023-12-29,111.625,26.959999084472656,144.33999633789062,6.929999828338623,9.550000190734863,582.9199829101562,62.0,46.849998474121094,0.1599999964237213,136.8800048828125,78.93000030517578,30.31999969482422,0.27000001072883606,61.56999969482422,8.819999694824219
15,2024-01-02,108.53800201416016,26.309999465942383,139.66000366210938,6.949999809265137,9.5,592.2000122070312,63.099998474121094,47.41999816894531,0.1599999964237213,129.36000061035156,76.80000305175781,29.40999984741211,0.28999999165534973,58.380001068115234,8.399999618530273
16,2024-01-03,105.85800170898438,25.079999923706055,132.16000366210938,6.920000076293945,9.4399995803833,617.7000122070312,62.7599983215332,46.40999984741211,0.1599999964237213,121.91999816894531,74.87000274658203,28.6299991607666,0.28999999165534973,58.25,7.949999809265137
17,2024-01-04,104.9010009765625,25.209999084472656,137.27000427246094,6.409999847412109,9.600000381469727,614.5,64.33000183105469,42.119998931884766,0.1599999964237213,148.0,75.08000183105469,29.469999313354492,0.25,57.79999923706055,8.039999961853027
18,2024-01-05,104.9280014038086,24.8799991607666,138.02000427246094,6.25,9.899999618530273,618.5499877929688,64.48999786376953,41.9900016784668,0.1599999964237213,175.83999633789062,73.88999938964844,28.549999237060547,0.30000001192092896,57.58000183105469,8.130000114440918
19,2024-01-08,107.48500061035156,24.799999237060547,150.64999389648438,6.429999828338623,9.859999656677246,626.030029296875,65.30000305175781,41.380001068115234,0.15000000596046448,151.75999450683594,79.29000091552734,34.869998931884766,0.25999999046325684,59.0099983215332,8.619999885559082
20,2024-01-09,108.2490005493164,25.31999969482422,154.67999267578125,5.909999847412109,9.670000076293945,625.47998046875,63.06999969482422,42.040000915527344,0.1599999964237213,144.24000549316406,85.69000244140625,33.68000030517578,0.3100000023841858,60.29999923706055,8.550000190734863
21,2024-01-10,108.05699920654297,25.049999237060547,155.6300048828125,5.630000114440918,9.670000076293945,630.1900024414062,59.290000915527344,42.119998931884766,0.1599999964237213,131.67999267578125,83.80000305175781,32.41999816894531,0.3499999940395355,62.40999984741211,9.130000114440918
